date,GGAL,BBAR,BMA,SUPV,LOMA,CRESY,TEO,MELI,BTC-USD,ETH-USD,BABA,KO,VZ,SQQQ,SH,SDOW
2023-01-03,0.023692145312328217,0.021363218831596198,-0.013389199360070991,0.017396469202594078,-0.003307484948851136,0.038813164224188235,0.024807322132932796,0.04042105638802229,-0.020986282956589997,0.007784101461013604,-0.015265124676491104,0.008564133618737202,-0.0004799720000460139,0.005582234559788235,-0.032957386955945966,-0.006088410658995569
2023-01-04,0.0017923636148817756,-0.048336136467321156,-0.01995321835611996,-0.01592374703155164,-0.019321400053831983,-0.035339827247279465,-0.00795093236577582,-0.011281025823457025,-0.009989904405744321,0.01639952407305323,0.0014315914751306114,0.03212632329371057,0.0007507034379954369,0.005553720801411588,-0.03852787904922905,-0.005582274112276853
2023-01-05,-0.015748100675538,0.009698139344780365,0.00021566181639287585,-0.04444773952365477,-0.00737173274383951,-2.2236936790820394e-06,-0.014893890629437134,-0.0034649260305325003,0.048638012729663505,0.027114031244804604,0.0015811963217322589,-0.010846364767628791,0.012189451765155512,-0.02662963736061319,0.010681618268065796,-0.009823561585902807
2023-01-06,0.017914150296955533,0.03147696818520318,-0.003946806368509637,0.013165983234910694,-0.04595111496710946,-0.030533962745773358,-0.02647206890503595,-0.0015474905400162386,0.014315324883903857,0.009535673568514369,-0.012169944685320622,-0.01686246808675873,-0.033304243388434074,0.006165127291710926,-0.005038954104010562,-0.01298388928707539
2023-01-09,0.010188689443601406,-0.029497233191984717,-0.010970086128758605,0.03524846802320791,0.005648234147760611,0.009435028949516644,-0.020129896203868847,-0.010931301223678913,-0.03254565055492231,0.0040102551346952175,-0.03343974492999835,-0.04774562434118457,0.015228978717038766,0.026531953321129897,0.009833165908363917,0.007703809202381784
2023-01-10,0.022938973252759842,0.04301369848931169,0.017867432515580317,-0.003131300087304334,0.0003301913852342686,0.022726586375612756,0.07683626801478805,0.005189041282289475,0.012528742485302669,-0.021492383591067976,0.008409525652378846,0.00289012160467772,-0.06509446865265056,-0.020390791617169723,0.01771693256964002,-0.0364505230063753
2023-01-11,0.01631088857504648,0.010833739755324867,0.024477401333869775,0.02441514928427524,-0.01992601549743478,-0.010167007810384154,0.03191571221999445,-0.018484086278113376,-0.037655322360554466,-0.017353187667293102,-0.0012243491685999253,0.05269327192994133,-0.015328419096074852,0.03656503478395012,0.006964565393994482,0.03285156782054033
2023-01-12,0.02689410834334982,-0.017176076449063382,0.0025133252771651904,0.04144269275884338,0.01692273599845895,-0.06275011532819563,-0.03292271004205338,-0.027577971811168056,0.0277451999575844,0.030421936559734464,0.012888359845710573,0.007260189855673227,-0.011836240079080573,-0.0019906665934460444,0.016885047194191927,-0.016202855802310068
2023-01-13,-0.012995697401355977,-0.0010936284934421892,0.037940282757290555,0.03372921561473796,0.024023272531562556,0.00528763412270572,-0.03223060550940837,0.01599434236002839,-0.01141249403189537,0.036871892676999085,-0.01295535511718493,-0.00025694146447918786,0.016264012936051397,-0.02165629862679974,-0.0014372732880518768,0.018516938255422888
2023-01-16,0.033793298786479076,0.014360305389702122,-0.0278471442206375,0.04216378390965381,-0.03910390404258546,0.011281626734355399,0.01242318610262294,0.016167542509143207,-0.002038823488549002,-0.0056368141168091634,0.03130040234160125,0.008387033508987507,0.000866146205089624,0.025562048106263502,-0.02894758790585905,-0.03096055880766302
2023-01-17,0.005253742876472289,0.002202556857816562,-0.004531189525986412,0.019032030767306862,-0.018593094980566494,0.01046171390345041,0.014079819913636049,-0.01961300655044218,0.034010484918955086,0.0014511205392828685,-0.021387321570826012,2.270015892968935e-05,-0.03423918248738689,-0.006846312377828956,0.02710622150340858,0.017166685920973368
2023-01-18,0.05356697054619275,0.013864127671171511,-0.01746622379720031,0.002188231664491891,-0.018750538567906427,0.031686203860786355,0.014120866586882164,0.022943121553235413,-0.03137630794951751,-0.022068213539129466,0.044043345315951665,-0.01982618353665766,-0.02403136381859783,0.01947508490174732,-0.014324221317162267,0.01724563325592343
2023-01-19,-0.016787193463194572,-0.022460755230739093,-0.04530505173268651,-0.038969512065838985,-0.022930582258819165,-0.026128916586365403,-0.0060554860295007895,-0.015370098790877473,-0.034035267879210185,0.030061924318238065,-0.04246299652359131,0.021101552392363,0.005280895268773511,-0.006969564947010842,-0.02282537547358643,0.009954269191780885
2023-01-20,0.044667961859213845,0.004544314824500351,-0.0017654568904049706,-0.005834475158021046,0.02125970585928405,0.01745600862793273,-0.0028323378413220857,0.006651152273381866,-0.014188365961182114,0.01707963780373123,0.011231860586061515,0.005961738926255622,-0.001675278698028193,-0.0011949390792928005,-0.004139356045621434,-0.0242615529321909
2023-01-23,0.00526156324747884,-0.0344359710428872,-0.0027399272384307505,-0.020566724485241883,-0.004535337623261526,0.030570660163142804,0.008533189970368227,0.021026608763297094,0.026607289020789127,0.05004228618073303,0.012260316026977636,0.0007406054111978033,-0.014078066773691944,0.01271921490119765,-0.022268584539375857,0.006560128739404147
2023-01-24,-0.015858360876964572,-0.0024775772602942947,0.03887276298248232,0.056090167931298396,-0.006292986726783134,-0.043203629914725705,0.0024503223020431175,-0.0005401681742062125,-0.036982458509140614,-0.021425224853699132,-0.019398310359551973,-0.023796441893743747,-0.011652423217351604,0.007601169767281091,-0.010084565847257032,-0.028852002426070666
2023-01-25,-0.011727832361105528,-0.02205093495692434,0.0162001137497505,-0.0040887634620841995,-0.048577036852562205,0.008325763635303574,-0.053687578643431655,0.011736865576794653,-0.06807588562203537,-0.009108461812062818,0.010969577858408686,0.03343447627418339,0.01786184824812853,-0.04837886849577111,0.008941082847824466,-0.0060010029970245515
2023-01-26,-0.007679047009952256,-0.01792563811882375,-0.024987190974203433,0.003385839217667108,0.016317144712635345,-0.012229104999014306,-0.005430193671028372,-0.012531558899903539,-0.010918922512536455,0.006104706292537232,0.03281487882403544,0.017061481101837916,-0.012562735970538808,-0.02735011648849517,0.009049242530228208,0.0263772071982733
2023-01-27,0.010963815564101642,0.03169422482374906,0.0477576552407879,0.0141868256501132,-0.030215560859684354,-0.0017365572640933857,-0.02076650455200235,-0.004601047188139473,0.014193301858899554,0.016598487719651223,-0.05362886917547527,-0.013431995660786344,-0.0019004729107773288,0.023814389178507867,-0.021902334697412984,0.020423307111607336
2023-01-30,0.013460677257758347,0.027966678929413957,0.03130587847651167,0.0013910277421422812,0.0017999336961485035,0.009032460775579843,0.004691255115776061,-0.004834760509592972,0.03077046176420417,-0.005078750253023068,0.012951777202527603,0.02566955255851644,0.05606360418075074,-0.0029989089845362527,-0.011822196455256506,0.0006798045259406305
