date,GGAL,AAPL,NVDA,SPY
2023-01-03,-0.002262722199336653,0.01903615955136906,0.03944647179920713,-0.026184766609417376
2023-01-04,0.013544679968924722,0.04387852146501059,-0.027097445623984973,-0.018837773963538695
2023-01-05,0.031444861196133544,0.02137453679458079,0.011828798117860417,0.021807211907830748
2023-01-06,-0.004174330654144853,-0.029445187471290546,-0.012434891164565531,-0.018318123480362214
2023-01-09,-0.0041740036692723415,-0.009142631108750021,-0.009199926986321771,0.05458533397225995
2023-01-10,0.032604505085367386,0.026174923526997018,-0.011283734174943882,0.010420274852910083
2023-01-11,0.015974951262380577,-0.013560604548040867,-0.016639818426078756,0.004205541045709582
2023-01-12,-0.00885009304200346,0.009420484606958102,0.0014715141749344074,-0.016529027033805543
2023-01-13,0.011415870212255541,0.016121248457154458,-0.01598978641895732,0.01461192307877468
2023-01-16,-0.008730023953437471,-0.01787688758882222,0.005926629902740066,-0.0109523381160882
2023-01-17,-0.008775860421902149,-0.0006902687760566018,-0.000504634817980687,0.0029445229093556513
2023-01-18,0.0053535246042335505,-0.062300127756762524,-0.004269819227630811,0.0530615576662945
2023-01-19,-0.03706137745785587,-0.01978932195669858,-0.01749640208048653,-0.0014201885708768902
2023-01-20,-0.03342690694615802,-0.004541021270803247,-0.010974759658095579,0.023763421799142037
2023-01-23,-0.01068822125666924,-0.024159046804200446,0.01573026277851275,-0.013471958322238797
2023-01-24,-0.019562739266928975,0.03370374973942125,0.010573855991686365,-0.00019974985727944095
2023-01-25,0.006808016548932594,-0.027711616380516668,-0.01887077954517402,0.0365687842346365
2023-01-26,-0.017505449196837386,-0.008266532479735966,0.0024897403772714544,-0.01196715825660033
2023-01-27,-0.0273646871846166,0.003119667611805932,0.01564892427467801,0.03743256265542172
2023-01-30,0.030261831604863954,0.029759691483430828,-0.0323531722288779,0.01476295029396546
2023-01-31,-0.0040074745656961674,-0.027822854843614353,0.011432056005540758,-0.010691767866820134
2023-02-01,0.0018522774442162326,0.02404787150695209,-0.01267150691470198,0.013234971845653254
2023-02-02,-0.02760673597048846,0.0007049095524360727,0.011983203476058746,0.02015144217168463
2023-02-03,-0.0103338891339525,-0.01894835252619087,-0.01465671233436694,0.013020233841583462
2023-02-06,0.0027221501347702848,0.0097896779201605,-0.034971497696269616,-0.03043183215396894
2023-02-07,-0.022268192044696544,0.00449124947560553,-0.03154266402522776,-0.013944604112998027
2023-02-08,0.008046158100276646,-0.011438415689940418,0.0014627677358058921,-0.004440484476611273
2023-02-09,-0.011446755412568677,0.001897840323439537,0.0057106942343176925,-0.000988180010243478
2023-02-10,-0.005319675142595237,-0.007180369018125465,-0.017432595499218273,0.012997180505289085
2023-02-13,-0.011467869148391818,0.0027741878621208027,0.013360311083638887,0.004062248673774249
2023-02-14,0.03825930292930635,0.013837477263798581,-0.03220055805505617,-0.0258664669742108
2023-02-15,0.00023008197003848707,0.03274503148079444,-0.0008212585553883933,0.008136882963188263
2023-02-16,-0.020442381158813472,-0.023964489943742673,-0.023441208369846644,0.012792852187097914
2023-02-17,0.017095379927977827,0.04410563521000754,-0.012458464826338722,0.011764472362461476
2023-02-20,-0.023633131166121313,-0.03780847335921245,0.0014490222460099567,0.022361977518081
2023-02-21,0.0046882274102826305,-0.0025324897242613442,-0.016569458368319467,0.01732684107543192
2023-02-22,-0.03795437526115364,0.012341884280024917,-0.007165316713335312,0.009730639363494387
2023-02-23,-0.025726993997994607,0.006138601818283629,0.020840039190694215,-0.000902906363694167
2023-02-24,0.004447083775871219,-0.011882825304411537,-0.01097714397659677,-0.032189735504642436
2023-02-27,0.015386503462707868,-0.0036557464356421487,0.017362854218622603,0.009133825492254388
2023-02-28,0.003935087830170714,-0.009316350070788348,-0.021851849306577575,0.0046645992728282515
2023-03-01,-0.0018113232182509487,-0.011223832620921192,0.011157873423826237,0.005949203379254975
2023-03-02,-0.005506855287317647,0.01764592363164641,0.02976577391277102,-0.024724195441858443
2023-03-03,-0.028651959512093317,0.007669571360800154,-0.04775496728406359,-0.02089964183149995
2023-03-06,-0.013800768225617821,-0.013269367212042305,-0.015319351509446855,0.021797219841395377
2023-03-07,-0.008674929186444413,0.01866403328685773,0.012114232585167528,-0.0002910607107433627
2023-03-08,0.02187834094494079,0.006668124017910948,-0.0035545752076898696,0.014230314453586912
2023-03-09,0.007399608586850626,0.01689843251272727,0.007954386832850657,0.001066936294611187
2023-03-10,-0.03416358630141314,0.013178659895374478,-0.01151291700378232,0.0010957226558330202
2023-03-13,0.007006108129555821,-0.015951308791288477,0.002234288059355549,0.019452456814941232
2023-03-14,-0.007175775897340753,-0.010646540890222655,-0.0026101323732820036,-0.009772827063308398
2023-03-15,-0.012953807770637371,0.015565776130296527,0.02414246327579339,0.0024253519579380267
2023-03-16,0.012814942322390888,0.012788487467458198,0.0056040611963283915,-0.008707375076852708
2023-03-17,0.02134459588289439,8.197148019539746e-05,0.0072784130620258125,-0.008156478485782825
2023-03-20,0.019309668300115268,0.0028506029299042446,-0.007707681623069451,-0.005667322264099828
2023-03-21,-0.01615247722312485,0.02639565176463643,-0.009209455272747302,0.004954910602743112
2023-03-22,-0.005668122748964666,-0.01126746895851305,-0.008118033100015132,-0.009033919150598368
2023-03-23,0.007150713753131477,0.011507657081693656,0.00842432947216376,0.02594600895335919
2023-03-24,0.020212462875803805,-0.0035375810127079577,-0.007888411500052372,-0.01724177568877694
2023-03-27,-0.009042354538688735,-0.00384620838413563,0.006315355430772218,-0.0032321980480565227
2023-03-28,-0.003208022796571952,0.022730014854717817,0.04290283859815758,-0.008260315711119404
2023-03-29,-0.02139451919150437,0.01715379210901724,0.018084065778085856,0.029877185431526065
2023-03-30,-0.023151917102505415,0.01691160178173501,-0.006002383925028387,0.0044409273505781055
2023-03-31,0.01689159294917797,0.026966772154518592,0.024827472020812813,0.021361857099124082
2023-04-03,0.028009903325221464,0.0009205002331877932,-0.007632232922220483,-0.0287886842729409
2023-04-04,-0.0009397605797879516,0.014239488693528868,-0.03946272604657208,0.005858097250764249
2023-04-05,0.020783692186185032,-0.005689090615537906,-0.01946969509327956,0.01846095067205389
2023-04-06,0.0077626951962930235,0.007007767336492776,-0.036242756732248416,0.0021479834036939316
2023-04-07,-0.012325802361519034,-0.0021006516239800987,-0.006508993807362695,0.02204917544867646
2023-04-10,0.007757849491086821,0.0024428983253170777,0.0008687447240787183,-0.00979745810104804
2023-04-11,0.031754479536790337,0.012480378456686703,0.0346143475786862,0.029102382311424924
2023-04-12,-0.00021649734326623093,-0.01573923668155275,0.007063376269262012,0.047574992851319386
2023-04-13,0.03230366531862794,0.043257203691351,-0.0038744853139857094,-0.006733995555705197
2023-04-14,-0.05057135542638913,-0.019429121293986995,0.017234948599599065,-0.008374784884827235
2023-04-17,0.01708231221328327,-0.023503167360840904,-0.04278064831428541,0.03000915396051096
2023-04-18,0.0022434541505147454,0.02394438894325801,0.005225898783773664,0.032611926032181104
2023-04-19,-0.005465158396129266,0.016467370663285852,0.016044658978471515,-0.009907791748812955
2023-04-20,0.002337944270148773,0.01306703351628058,-0.028653207798669866,-0.007872583945307543
2023-04-21,-0.038491023719774975,0.013152655323821705,0.02365041923357647,-0.005122527057117576
2023-04-24,-0.003885868155078187,0.00025509707478810206,0.007296418232296764,-0.026043862986485755
2023-04-25,0.007671527965724234,-0.017293802893404542,-0.0077753724597205975,-0.017714263509690964
2023-04-26,0.030514179310170864,0.002018124842128932,0.013242553446253025,-0.019392317527884617
2023-04-27,-0.009816900896978842,-0.01295853987995954,0.04698421687423293,-0.014746146083693956
2023-04-28,-0.015547738384551923,0.020203783073545756,0.004145895646300746,-0.0001936789895379265
2023-05-01,-0.009489825559636178,-0.0024381704522364878,0.0054793688553225195,0.005197756359343941
2023-05-02,0.018986027683403073,-0.015882465994997985,-0.008649593143174261,0.03201170583280022
2023-05-03,0.007100109291738432,-0.005910182582764323,-0.01636155893055191,-0.019278820800567087
